sample_ID,bag_num,sample_ID2,Fragment_number,Health,collection_date,Month,Year,Samp_trip,joining_info,order,species,time_Reef,reef,Genotype,Cluster,sampling_trip,X,colour_reef,colour_genotype,colour_reef_genotype,colour_timepoint,colour_timepoint_reef,cluster_latitude,cluster_longitude,cluster_depth
apal_pr_gML2_cl58_fr6_AH_2019-07-02,bagnumber-1382,apal_pr_gML2_cl58_fr6_AH_2019-07-02,6,AH,2-Jul-19,July,2019,Trip_3,ML2_Cluster_58_6_pr,73,apal,3_pr,pr,ML2,58,3,NA,greenyellow,orangered,slategrey,maroon2,slategrey,24.9845308,-80.4165403,18.7
apal_pr_gHS1_cl112_fr3_AH_2019-07-02,bagnumber-1400,apal_pr_gHS1_cl112_fr3_AH_2019-07-02,3,AH,2-Jul-19,July,2019,Trip_3,HS1_Cluster_112_3_pr,74,apal,3_pr,pr,HS1,112,3,NA,greenyellow,greenyellow,black,maroon2,slategrey,24.9845578,-80.4166775,16.8
apal_pr_gHS1_cl112_fr4_AH_2019-07-02,bagnumber-1401,apal_pr_gHS1_cl112_fr4_AH_2019-07-02,4,AH,2-Jul-19,July,2019,Trip_3,HS1_Cluster_112_4_pr,75,apal,3_pr,pr,HS1,112,3,NA,greenyellow,greenyellow,black,maroon2,slategrey,24.9845578,-80.4166775,16.8
apal_pr_gHS1_cl112_fr6_AH_2019-07-02,bagnumber-1402,apal_pr_gHS1_cl112_fr6_AH_2019-07-02,6,AH,2-Jul-19,July,2019,Trip_3,HS1_Cluster_112_6_pr,76,apal,3_pr,pr,HS1,112,3,NA,greenyellow,greenyellow,black,maroon2,slategrey,24.9845578,-80.4166775,16.8
apal_pr_gHS1_cl108_fr4_AH_2019-07-02,bagnumber-1403,apal_pr_gHS1_cl108_fr4_AH_2019-07-02,4,AH,2-Jul-19,July,2019,Trip_3,HS1_Cluster_108_4_pr,77,apal,3_pr,pr,HS1,108,3,NA,greenyellow,greenyellow,black,maroon2,slategrey,24.9845645,-80.4166745,16.8
apal_pr_gHS1_cl108_fr5_AH_2019-07-02,bagnumber-1404,apal_pr_gHS1_cl108_fr5_AH_2019-07-02,5,AH,2-Jul-19,July,2019,Trip_3,HS1_Cluster_108_5_pr,78,apal,3_pr,pr,HS1,108,3,NA,greenyellow,greenyellow,black,maroon2,slategrey,24.9845645,-80.4166745,16.8
apal_pr_gHS1_cl108_fr6_AH_2019-07-02,bagnumber-1405,apal_pr_gHS1_cl108_fr6_AH_2019-07-02,6,AH,2-Jul-19,July,2019,Trip_3,HS1_Cluster_108_6_pr,79,apal,3_pr,pr,HS1,108,3,NA,greenyellow,greenyellow,black,maroon2,slategrey,24.9845645,-80.4166745,16.8
apal_pr_gHS1_cl106_fr6_AH_2019-07-02,bagnumber-1406,apal_pr_gHS1_cl106_fr6_AH_2019-07-02,6,AH,2-Jul-19,July,2019,Trip_3,HS1_Cluster_106_6_pr,80,apal,3_pr,pr,HS1,106,3,NA,greenyellow,greenyellow,black,maroon2,slategrey,24.9845488,-80.416677,18.7
apal_pr_gHS1_cl106_fr3_AH_2019-07-02,bagnumber-1407,apal_pr_gHS1_cl106_fr3_AH_2019-07-02,3,AH,2-Jul-19,July,2019,Trip_3,HS1_Cluster_106_3_pr,81,apal,3_pr,pr,HS1,106,3,NA,greenyellow,greenyellow,black,maroon2,slategrey,24.9845488,-80.416677,18.7
apal_pr_gHS1_cl106_fr4_AH_2019-07-02,bagnumber-1408,apal_pr_gHS1_cl106_fr4_AH_2019-07-02,4,AH,2-Jul-19,July,2019,Trip_3,HS1_Cluster_106_4_pr,82,apal,3_pr,pr,HS1,106,3,NA,greenyellow,greenyellow,black,maroon2,slategrey,24.9845488,-80.416677,18.7
apal_pr_gHS1_cl106_fr5_AH_2019-07-02,bagnumber-1409,apal_pr_gHS1_cl106_fr5_AH_2019-07-02,5,AH,2-Jul-19,July,2019,Trip_3,HS1_Cluster_106_5_pr,83,apal,3_pr,pr,HS1,106,3,NA,greenyellow,greenyellow,black,maroon2,slategrey,24.9845488,-80.416677,18.7
apal_pr_gCN4_cl103_fr4_AH_2019-07-02,bagnumber-1413,apal_pr_gCN4_cl103_fr4_AH_2019-07-02,4,AH,2-Jul-19,July,2019,Trip_3,CN4_Cluster_103_4_pr,84,apal,3_pr,pr,CN4,103,3,NA,greenyellow,maroon2,ivory3,maroon2,slategrey,24.9845627,-80.4166609,15.7
apal_pr_gCN4_cl103_fr5_AH_2019-07-02,bagnumber-1414,apal_pr_gCN4_cl103_fr5_AH_2019-07-02,5,AH,2-Jul-19,July,2019,Trip_3,CN4_Cluster_103_5_pr,85,apal,3_pr,pr,CN4,103,3,NA,greenyellow,maroon2,ivory3,maroon2,slategrey,24.9845627,-80.4166609,15.7
apal_pr_gCN4_cl103_fr7_AH_2019-07-02,bagnumber-1415,apal_pr_gCN4_cl103_fr7_AH_2019-07-02,7,AH,2-Jul-19,July,2019,Trip_3,CN4_Cluster_103_7_pr,86,apal,3_pr,pr,CN4,103,3,NA,greenyellow,maroon2,ivory3,maroon2,slategrey,24.9845627,-80.4166609,15.7
apal_pr_gCN4_cl98_fr3_AH_2019-07-02,bagnumber-1419,apal_pr_gCN4_cl98_fr3_AH_2019-07-02,3,AH,2-Jul-19,July,2019,Trip_3,CN4_Cluster_98_3_pr,87,apal,3_pr,pr,CN4,98,3,NA,greenyellow,maroon2,ivory3,maroon2,slategrey,24.9845608,-80.4166472,15.7
apal_pr_gCN4_cl98_fr4_AH_2019-07-02,bagnumber-1420,apal_pr_gCN4_cl98_fr4_AH_2019-07-02,4,AH,2-Jul-19,July,2019,Trip_3,CN4_Cluster_98_4_pr,88,apal,3_pr,pr,CN4,98,3,NA,greenyellow,maroon2,ivory3,maroon2,slategrey,24.9845608,-80.4166472,15.7
apal_pr_gCN4_cl98_fr7_AH_2019-07-02,bagnumber-1421,apal_pr_gCN4_cl98_fr7_AH_2019-07-02,7,AH,2-Jul-19,July,2019,Trip_3,CN4_Cluster_98_7_pr,89,apal,3_pr,pr,CN4,98,3,NA,greenyellow,maroon2,ivory3,maroon2,slategrey,24.9845608,-80.4166472,15.7
apal_pr_gCN2_cl81_fr3_AH_2019-07-02,bagnumber-1422,apal_pr_gCN2_cl81_fr3_AH_2019-07-02,3,AH,2-Jul-19,July,2019,Trip_3,CN2_Cluster_81_3_pr,90,apal,3_pr,pr,CN2,81,3,NA,greenyellow,blue4,maroon2,maroon2,slategrey,24.9845614,-80.4165913,17.7
apal_pr_gCN2_cl81_fr4_AH_2019-07-02,bagnumber-1423,apal_pr_gCN2_cl81_fr4_AH_2019-07-02,4,AH,2-Jul-19,July,2019,Trip_3,CN2_Cluster_81_4_pr,91,apal,3_pr,pr,CN2,81,3,NA,greenyellow,blue4,maroon2,maroon2,slategrey,24.9845614,-80.4165913,17.7
apal_pr_gCN2_cl81_fr6_AH_2019-07-02,bagnumber-1424,apal_pr_gCN2_cl81_fr6_AH_2019-07-02,6,AH,2-Jul-19,July,2019,Trip_3,CN2_Cluster_81_6_pr,92,apal,3_pr,pr,CN2,81,3,NA,greenyellow,blue4,maroon2,maroon2,slategrey,24.9845614,-80.4165913,17.7
apal_pr_gCN2_cl79_fr3_AH_2019-07-02,bagnumber-1425,apal_pr_gCN2_cl79_fr3_AH_2019-07-02,3,AH,2-Jul-19,July,2019,Trip_3,CN2_Cluster_79_3_pr,93,apal,3_pr,pr,CN2,79,3,NA,greenyellow,blue4,maroon2,maroon2,slategrey,24.9845458,-80.4165938,16.7
apal_pr_gCN2_cl79_fr4_AH_2019-07-02,bagnumber-1426,apal_pr_gCN2_cl79_fr4_AH_2019-07-02,4,AH,2-Jul-19,July,2019,Trip_3,CN2_Cluster_79_4_pr,94,apal,3_pr,pr,CN2,79,3,NA,greenyellow,blue4,maroon2,maroon2,slategrey,24.9845458,-80.4165938,16.7
apal_pr_gCN2_cl79_fr6_AH_2019-07-02,bagnumber-1427,apal_pr_gCN2_cl79_fr6_AH_2019-07-02,6,AH,2-Jul-19,July,2019,Trip_3,CN2_Cluster_79_6_pr,95,apal,3_pr,pr,CN2,79,3,NA,greenyellow,blue4,maroon2,maroon2,slategrey,24.9845458,-80.4165938,16.7
apal_pr_gCN2_cl75_fr3_AH_2019-07-02,bagnumber-1431,apal_pr_gCN2_cl75_fr3_AH_2019-07-02,3,AH,2-Jul-19,July,2019,Trip_3,CN2_Cluster_75_3_pr,96,apal,3_pr,pr,CN2,75,3,NA,greenyellow,blue4,maroon2,maroon2,slategrey,24.984544,-80.4165801,15.7
apal_pr_gCN2_cl75_fr4_AH_2019-07-02,bagnumber-1432,apal_pr_gCN2_cl75_fr4_AH_2019-07-02,4,AH,2-Jul-19,July,2019,Trip_3,CN2_Cluster_75_4_pr,97,apal,3_pr,pr,CN2,75,3,NA,greenyellow,blue4,maroon2,maroon2,slategrey,24.984544,-80.4165801,15.7
apal_pr_gCN2_cl75_fr7_AH_2019-07-02,bagnumber-1441,apal_pr_gCN2_cl75_fr7_AH_2019-07-02,7,AH,2-Jul-19,July,2019,Trip_3,CN2_Cluster_75_7_pr,98,apal,3_pr,pr,CN2,75,3,NA,greenyellow,blue4,maroon2,maroon2,slategrey,24.984544,-80.4165801,15.7
apal_cf_gHS1_cl17_fr3_AH_2019-09-25,bagnumber-1506,apal_cf_gHS1_cl17_fr3_AH_2019-09-25,3,AH,25-Sep-19,September,2019,Trip_4,HS1_Cluster_17_3_cf,100,apal,4_cf,cf,HS1,17,4,NA,blue4,greenyellow,mediumpurple,greenyellow,lightskyblue,25.220845,-80.2102483,17.8
apal_cf_gHS1_cl17_fr4_AH_2019-09-25,bagnumber-1507,apal_cf_gHS1_cl17_fr4_AH_2019-09-25,4,AH,25-Sep-19,September,2019,Trip_4,HS1_Cluster_17_4_cf,101,apal,4_cf,cf,HS1,17,4,NA,blue4,greenyellow,mediumpurple,greenyellow,lightskyblue,25.220845,-80.2102483,17.8
apal_cf_gHS1_cl17_fr5_AH_2019-09-25,bagnumber-1508,apal_cf_gHS1_cl17_fr5_AH_2019-09-25,5,AH,25-Sep-19,September,2019,Trip_4,HS1_Cluster_17_5_cf,102,apal,4_cf,cf,HS1,17,4,NA,blue4,greenyellow,mediumpurple,greenyellow,lightskyblue,25.220845,-80.2102483,17.8
apal_cf_gHS1_cl15_fr3_AH_2019-09-25,bagnumber-1510,apal_cf_gHS1_cl15_fr3_AH_2019-09-25,3,AH,25-Sep-19,September,2019,Trip_4,HS1_Cluster_15_3_cf,103,apal,4_cf,cf,HS1,15,4,NA,blue4,greenyellow,mediumpurple,greenyellow,lightskyblue,25.2208297,-80.2102237,17.6
apal_cf_gHS1_cl15_fr4_AH_2019-09-25,bagnumber-1511,apal_cf_gHS1_cl15_fr4_AH_2019-09-25,4,AH,25-Sep-19,September,2019,Trip_4,HS1_Cluster_15_4_cf,104,apal,4_cf,cf,HS1,15,4,NA,blue4,greenyellow,mediumpurple,greenyellow,lightskyblue,25.2208297,-80.2102237,17.6
apal_cf_gHS1_cl15_fr5_AH_2019-09-25,bagnumber-1512,apal_cf_gHS1_cl15_fr5_AH_2019-09-25,5,AH,25-Sep-19,September,2019,Trip_4,HS1_Cluster_15_5_cf,105,apal,4_cf,cf,HS1,15,4,NA,blue4,greenyellow,mediumpurple,greenyellow,lightskyblue,25.2208297,-80.2102237,17.6
apal_cf_gCN2_cl11_fr3_AH_2019-09-25,bagnumber-1513,apal_cf_gCN2_cl11_fr3_AH_2019-09-25,3,AH,25-Sep-19,September,2019,Trip_4,CN2_Cluster_11_3_cf,106,apal,4_cf,cf,CN2,11,4,NA,blue4,blue4,blue4,greenyellow,lightskyblue,25.2208448,-80.2102244,19.6
apal_cf_gCN2_cl11_fr4_AH_2019-09-25,bagnumber-1514,apal_cf_gCN2_cl11_fr4_AH_2019-09-25,4,AH,25-Sep-19,September,2019,Trip_4,CN2_Cluster_11_4_cf,107,apal,4_cf,cf,CN2,11,4,NA,blue4,blue4,blue4,greenyellow,lightskyblue,25.2208448,-80.2102244,19.6
apal_cf_gCN2_cl3_fr3_AH_2019-09-25,bagnumber-1515,apal_cf_gCN2_cl3_fr3_AH_2019-09-25,3,AH,25-Sep-19,September,2019,Trip_4,CN2_Cluster_3_3_cf,108,apal,4_cf,cf,CN2,3,4,NA,blue4,blue4,blue4,greenyellow,lightskyblue,25.22087,-80.2102176,20.6
apal_cf_gCN2_cl3_fr4_AH_2019-09-25,bagnumber-1516,apal_cf_gCN2_cl3_fr4_AH_2019-09-25,4,AH,25-Sep-19,September,2019,Trip_4,CN2_Cluster_3_4_cf,109,apal,4_cf,cf,CN2,3,4,NA,blue4,blue4,blue4,greenyellow,lightskyblue,25.22087,-80.2102176,20.6
apal_cf_gCN2_cl3_fr5_AH_2019-09-25,bagnumber-1517,apal_cf_gCN2_cl3_fr5_AH_2019-09-25,5,AH,25-Sep-19,September,2019,Trip_4,CN2_Cluster_3_5_cf,110,apal,4_cf,cf,CN2,3,4,NA,blue4,blue4,blue4,greenyellow,lightskyblue,25.22087,-80.2102176,20.6
apal_cf_gCN2_cl6_fr3_AH_2019-09-25,bagnumber-1518,apal_cf_gCN2_cl6_fr3_AH_2019-09-25,3,AH,25-Sep-19,September,2019,Trip_4,CN2_Cluster_6_3_cf,111,apal,4_cf,cf,CN2,6,4,NA,blue4,blue4,blue4,greenyellow,lightskyblue,25.2208498,-80.2102087,18.6
apal_cf_gCN2_cl6_fr4_AH_2019-09-25,bagnumber-1519,apal_cf_gCN2_cl6_fr4_AH_2019-09-25,4,AH,25-Sep-19,September,2019,Trip_4,CN2_Cluster_6_4_cf,112,apal,4_cf,cf,CN2,6,4,NA,blue4,blue4,blue4,greenyellow,lightskyblue,25.2208498,-80.2102087,18.6
apal_cf_gCN2_cl6_fr5_AH_2019-09-25,bagnumber-1520,apal_cf_gCN2_cl6_fr5_AH_2019-09-25,5,AH,25-Sep-19,September,2019,Trip_4,CN2_Cluster_6_5_cf,113,apal,4_cf,cf,CN2,6,4,NA,blue4,blue4,blue4,greenyellow,lightskyblue,25.2208498,-80.2102087,18.6
apal_cf_gCN2_cl6_fr5_D_2019-09-25,bagnumber-1581,apal_cf_gCN2_cl6_fr5_D_2019-09-25,5,D,25-Sep-19,September,2019,Trip_4,CN2_Cluster_6_5_cf,114,apal,4_cf,cf,CN2,6,4,NA,blue4,blue4,blue4,greenyellow,lightskyblue,25.2208498,-80.2102087,18.6
apal_ndr_gHS1_cl63_fr3_AH_2019-09-25,bagnumber-1585,apal_ndr_gHS1_cl63_fr3_AH_2019-09-25,3,AH,25-Sep-19,September,2019,Trip_4,HS1_Cluster_63_3_ndr,115,apal,4_ndr,ndr,HS1,63,4,NA,maroon2,greenyellow,olivedrab1,greenyellow,turquoise3,25.1302969,-80.2938556,12.6
apal_ndr_gHS1_cl63_fr4_AH_2019-09-25,bagnumber-1586,apal_ndr_gHS1_cl63_fr4_AH_2019-09-25,4,AH,25-Sep-19,September,2019,Trip_4,HS1_Cluster_63_4_ndr,116,apal,4_ndr,ndr,HS1,63,4,NA,maroon2,greenyellow,olivedrab1,greenyellow,turquoise3,25.1302969,-80.2938556,12.6
apal_ndr_gHS1_cl63_fr5_AH_2019-09-25,bagnumber-1587,apal_ndr_gHS1_cl63_fr5_AH_2019-09-25,5,AH,25-Sep-19,September,2019,Trip_4,HS1_Cluster_63_5_ndr,117,apal,4_ndr,ndr,HS1,63,4,NA,maroon2,greenyellow,olivedrab1,greenyellow,turquoise3,25.1302969,-80.2938556,12.6
apal_ndr_gCN2_cl57_fr3_AH_2019-09-25,bagnumber-1594,apal_ndr_gCN2_cl57_fr3_AH_2019-09-25,3,AH,25-Sep-19,September,2019,Trip_4,CN2_Cluster_57_3_ndr,118,apal,4_ndr,ndr,CN2,57,4,NA,maroon2,blue4,greenyellow,greenyellow,turquoise3,25.1303246,-80.2938481,10.7
apal_ndr_gCN2_cl57_fr4_AH_2019-09-25,bagnumber-1595,apal_ndr_gCN2_cl57_fr4_AH_2019-09-25,4,AH,25-Sep-19,September,2019,Trip_4,CN2_Cluster_57_4_ndr,119,apal,4_ndr,ndr,CN2,57,4,NA,maroon2,blue4,greenyellow,greenyellow,turquoise3,25.1303246,-80.2938481,10.7
apal_ndr_gCN2_cl57_fr5_AH_2019-09-25,bagnumber-1596,apal_ndr_gCN2_cl57_fr5_AH_2019-09-25,5,AH,25-Sep-19,September,2019,Trip_4,CN2_Cluster_57_5_ndr,120,apal,4_ndr,ndr,CN2,57,4,NA,maroon2,blue4,greenyellow,greenyellow,turquoise3,25.1303246,-80.2938481,10.7
apal_ndr_gCN4_cl32_fr3_AH_2019-09-25,bagnumber-1600,apal_ndr_gCN4_cl32_fr3_AH_2019-09-25,3,AH,25-Sep-19,September,2019,Trip_4,CN4_Cluster_32_3_ndr,121,apal,4_ndr,ndr,CN4,32,4,NA,maroon2,maroon2,lightskyblue,greenyellow,turquoise3,25.1303377,-80.2939212,11.7
apal_ndr_gCN4_cl32_fr4_AH_2019-09-25,bagnumber-1641,apal_ndr_gCN4_cl32_fr4_AH_2019-09-25,4,AH,25-Sep-19,September,2019,Trip_4,CN4_Cluster_32_4_ndr,122,apal,4_ndr,ndr,CN4,32,4,NA,maroon2,maroon2,lightskyblue,greenyellow,turquoise3,25.1303377,-80.2939212,11.7
apal_ndr_gCN4_cl32_fr5_AH_2019-09-25,bagnumber-1642,apal_ndr_gCN4_cl32_fr5_AH_2019-09-25,5,AH,25-Sep-19,September,2019,Trip_4,CN4_Cluster_32_5_ndr,123,apal,4_ndr,ndr,CN4,32,4,NA,maroon2,maroon2,lightskyblue,greenyellow,turquoise3,25.1303377,-80.2939212,11.7
apal_ndr_gCN4_cl38_fr3_AH_2019-09-25,bagnumber-1643,apal_ndr_gCN4_cl38_fr3_AH_2019-09-25,3,AH,25-Sep-19,September,2019,Trip_4,CN4_Cluster_38_3_ndr,124,apal,4_ndr,ndr,CN4,38,4,NA,maroon2,maroon2,lightskyblue,greenyellow,turquoise3,25.1303348,-80.2939119,12.7
apal_ndr_gCN4_cl38_fr4_AH_2019-09-25,bagnumber-1644,apal_ndr_gCN4_cl38_fr4_AH_2019-09-25,4,AH,25-Sep-19,September,2019,Trip_4,CN4_Cluster_38_4_ndr,125,apal,4_ndr,ndr,CN4,38,4,NA,maroon2,maroon2,lightskyblue,greenyellow,turquoise3,25.1303348,-80.2939119,12.7
apal_ndr_gCN4_cl38_fr6_AH_2019-09-25,bagnumber-1645,apal_ndr_gCN4_cl38_fr6_AH_2019-09-25,6,AH,25-Sep-19,September,2019,Trip_4,CN4_Cluster_38_6_ndr,126,apal,4_ndr,ndr,CN4,38,4,NA,maroon2,maroon2,lightskyblue,greenyellow,turquoise3,25.1303348,-80.2939119,12.7
apal_ndr_gML2_cl26_fr4_AH_2019-09-25,bagnumber-1647,apal_ndr_gML2_cl26_fr4_AH_2019-09-25,4,AH,25-Sep-19,September,2019,Trip_4,ML2_Cluster_26_4_ndr,127,apal,4_ndr,ndr,ML2,26,4,NA,maroon2,orangered,turquoise3,greenyellow,turquoise3,25.1303151,-80.2939404,11.8
apal_ndr_gML2_cl26_fr5_AH_2019-09-25,bagnumber-1648,apal_ndr_gML2_cl26_fr5_AH_2019-09-25,5,AH,25-Sep-19,September,2019,Trip_4,ML2_Cluster_26_5_ndr,128,apal,4_ndr,ndr,ML2,26,4,NA,maroon2,orangered,turquoise3,greenyellow,turquoise3,25.1303151,-80.2939404,11.8
apal_ndr_gML2_cl23_frB_AH_2019-09-25,bagnumber-1649,apal_ndr_gML2_cl23_frB_AH_2019-09-25,B,AH,25-Sep-19,September,2019,Trip_4,ML2_Cluster_23_B_ndr,129,apal,4_ndr,ndr,ML2,23,4,NA,maroon2,orangered,turquoise3,greenyellow,turquoise3,25.1303352,-80.2939432,12.8
apal_ndr_gML2_cl23_fr6_AH_2019-09-25,bagnumber-1650,apal_ndr_gML2_cl23_fr6_AH_2019-09-25,6,AH,25-Sep-19,September,2019,Trip_4,ML2_Cluster_23_6_ndr,130,apal,4_ndr,ndr,ML2,23,4,NA,maroon2,orangered,turquoise3,greenyellow,turquoise3,25.1303352,-80.2939432,12.8
apal_ndr_gML2_cl23_fr7_AH_2019-09-25,bagnumber-1651,apal_ndr_gML2_cl23_fr7_AH_2019-09-25,7,AH,25-Sep-19,September,2019,Trip_4,ML2_Cluster_23_7_ndr,131,apal,4_ndr,ndr,ML2,23,4,NA,maroon2,orangered,turquoise3,greenyellow,turquoise3,25.1303352,-80.2939432,12.8
apal_ndr_gML2_cl18_fr3_AH_2019-09-25,bagnumber-1652,apal_ndr_gML2_cl18_fr3_AH_2019-09-25,3,AH,25-Sep-19,September,2019,Trip_4,ML2_Cluster_18_3_ndr,132,apal,4_ndr,ndr,ML2,18,4,NA,maroon2,orangered,turquoise3,greenyellow,turquoise3,25.1303496,-80.2939585,11.8
apal_ndr_gML2_cl18_fr4_AH_2019-09-25,bagnumber-1653,apal_ndr_gML2_cl18_fr4_AH_2019-09-25,4,AH,25-Sep-19,September,2019,Trip_4,ML2_Cluster_18_4_ndr,133,apal,4_ndr,ndr,ML2,18,4,NA,maroon2,orangered,turquoise3,greenyellow,turquoise3,25.1303496,-80.2939585,11.8
apal_ndr_gML2_cl18_fr5_AH_2019-09-25,bagnumber-1654,apal_ndr_gML2_cl18_fr5_AH_2019-09-25,5,AH,25-Sep-19,September,2019,Trip_4,ML2_Cluster_18_5_ndr,134,apal,4_ndr,ndr,ML2,18,4,NA,maroon2,orangered,turquoise3,greenyellow,turquoise3,25.1303496,-80.2939585,11.8
apal_ndr_gCN1_cl17_fr4_AH_2019-09-25,bagnumber-1656,apal_ndr_gCN1_cl17_fr4_AH_2019-09-25,4,AH,25-Sep-19,September,2019,Trip_4,CN1_Cluster_17_4_ndr,135,apal,4_ndr,ndr,ML2,26,4,NA,maroon2,orangered,turquoise3,greenyellow,turquoise3,NA,NA,NA
apal_ndr_gHS1_cl70_fr3_AH_2019-09-25,bagnumber-1682,apal_ndr_gHS1_cl70_fr3_AH_2019-09-25,3,AH,25-Sep-19,September,2019,Trip_4,HS1_Cluster_70_3_ndr,136,apal,4_ndr,ndr,HS1,70,4,NA,maroon2,greenyellow,olivedrab1,greenyellow,turquoise3,25.1302873,-80.2938389,12.6
apal_ndr_gHS1_cl70_fr4_AH_2019-09-25,bagnumber-1683,apal_ndr_gHS1_cl70_fr4_AH_2019-09-25,4,AH,25-Sep-19,September,2019,Trip_4,HS1_Cluster_70_4_ndr,137,apal,4_ndr,ndr,HS1,70,4,NA,maroon2,greenyellow,olivedrab1,greenyellow,turquoise3,25.1302873,-80.2938389,12.6
apal_ndr_gHS1_cl67_fr6_AH_2019-09-25,bagnumber-1689,apal_ndr_gHS1_cl67_fr6_AH_2019-09-25,6,AH,25-Sep-19,September,2019,Trip_4,HS1_Cluster_67_6_ndr,139,apal,4_ndr,ndr,HS1,67,4,NA,maroon2,greenyellow,olivedrab1,greenyellow,turquoise3,25.1303102,-80.293823,12.6
apal_ndr_gCN2_cl65_fr3_AH_2019-09-25,bagnumber-1691,apal_ndr_gCN2_cl65_fr3_AH_2019-09-25,3,AH,25-Sep-19,September,2019,Trip_4,CN2_Cluster_65_3_ndr,141,apal,4_ndr,ndr,CN2,65,4,NA,maroon2,blue4,greenyellow,greenyellow,turquoise3,25.1303122,-80.293845,11.6
apal_ndr_gCN2_cl65_fr6_AH_2019-09-25,bagnumber-1692,apal_ndr_gCN2_cl65_fr6_AH_2019-09-25,6,AH,25-Sep-19,September,2019,Trip_4,CN2_Cluster_65_6_ndr,142,apal,4_ndr,ndr,CN2,65,4,NA,maroon2,blue4,greenyellow,greenyellow,turquoise3,25.1303122,-80.293845,11.6
apal_ndr_gCN2_cl65_fr7_AH_2019-09-25,bagnumber-1693,apal_ndr_gCN2_cl65_fr7_AH_2019-09-25,7,AH,25-Sep-19,September,2019,Trip_4,CN2_Cluster_65_7_ndr,143,apal,4_ndr,ndr,CN2,65,4,NA,maroon2,blue4,greenyellow,greenyellow,turquoise3,25.1303122,-80.293845,11.6
apal_pr_gCN4_cl72_frA_AH_2019-09-26,bagnumber-1694,apal_pr_gCN4_cl72_frA_AH_2019-09-26,A,AH,26-Sep-19,September,2019,Trip_4,CN4_Cluster_72_A_pr,144,apal,4_pr,pr,CN4,72,4,NA,greenyellow,maroon2,ivory3,greenyellow,ivory3,24.9845657,-80.4165627,17.7
apal_pr_gCN4_cl72_fr3_AH_2019-09-26,bagnumber-1695,apal_pr_gCN4_cl72_fr3_AH_2019-09-26,3,AH,26-Sep-19,September,2019,Trip_4,CN4_Cluster_72_3_pr,145,apal,4_pr,pr,CN4,72,4,NA,greenyellow,maroon2,ivory3,greenyellow,ivory3,24.9845657,-80.4165627,17.7
apal_pr_gCN4_cl72_fr5_AH_2019-09-26,bagnumber-1696,apal_pr_gCN4_cl72_fr5_AH_2019-09-26,5,AH,26-Sep-19,September,2019,Trip_4,CN4_Cluster_72_5_pr,146,apal,4_pr,pr,CN4,72,4,NA,greenyellow,maroon2,ivory3,greenyellow,ivory3,24.9845657,-80.4165627,17.7
apal_pr_gCN2_cl65_fr4_AH_2019-09-26,bagnumber-1700,apal_pr_gCN2_cl65_fr4_AH_2019-09-26,4,AH,26-Sep-19,September,2019,Trip_4,CN2_Cluster_65_4_pr,147,apal,4_pr,pr,CN2,65,4,NA,greenyellow,blue4,maroon2,greenyellow,ivory3,NA,NA,NA
