sample_ID,bag_num,sample_ID2,Fragment_number,Health,collection_date,Month,Year,Samp_trip,joining_info,order,species,time_Reef,reef,Genotype,Cluster,sampling_trip,X,colour_reef,colour_genotype,colour_reef_genotype,colour_timepoint,colour_timepoint_reef,cluster_latitude,cluster_longitude,cluster_depth
apal_ndr_gCN2_cl15_fr3_AH_2019-09-25,bagnumber-1702,apal_ndr_gCN2_cl15_fr3_AH_2019-09-25,3,AH,25-Sep-19,September,2019,Trip_4,CN2_Cluster_15_3_ndr,148,apal,4_ndr,ndr,CN2,15,4,NA,maroon2,blue4,greenyellow,greenyellow,turquoise3,25.1303356,-80.2939744,11.8
apal_ndr_gCN2_cl15_fr5_AH_2019-09-25,bagnumber-1703,apal_ndr_gCN2_cl15_fr5_AH_2019-09-25,5,AH,25-Sep-19,September,2019,Trip_4,CN2_Cluster_15_5_ndr,149,apal,4_ndr,ndr,CN2,15,4,NA,maroon2,blue4,greenyellow,greenyellow,turquoise3,25.1303356,-80.2939744,11.8
apal_ndr_gCN2_cl15_fr6_AH_2019-09-25,bagnumber-1704,apal_ndr_gCN2_cl15_fr6_AH_2019-09-25,6,AH,25-Sep-19,September,2019,Trip_4,CN2_Cluster_15_6_ndr,150,apal,4_ndr,ndr,CN2,15,4,NA,maroon2,blue4,greenyellow,greenyellow,turquoise3,25.1303356,-80.2939744,11.8
apal_pr_gHS1_cl112_fr3_AH_2019-09-26,bagnumber-1717,apal_pr_gHS1_cl112_fr3_AH_2019-09-26,3,AH,26-Sep-19,September,2019,Trip_4,HS1_Cluster_112_3_pr,151,apal,4_pr,pr,HS1,112,4,NA,greenyellow,greenyellow,black,greenyellow,ivory3,24.9845578,-80.4166775,16.8
apal_pr_gHS1_cl112_fr4_AH_2019-09-26,bagnumber-1718,apal_pr_gHS1_cl112_fr4_AH_2019-09-26,4,AH,26-Sep-19,September,2019,Trip_4,HS1_Cluster_112_4_pr,152,apal,4_pr,pr,HS1,112,4,NA,greenyellow,greenyellow,black,greenyellow,ivory3,24.9845578,-80.4166775,16.8
apal_pr_gHS1_cl112_fr6_AH_2019-09-26,bagnumber-1719,apal_pr_gHS1_cl112_fr6_AH_2019-09-26,6,AH,26-Sep-19,September,2019,Trip_4,HS1_Cluster_112_6_pr,153,apal,4_pr,pr,HS1,112,4,NA,greenyellow,greenyellow,black,greenyellow,ivory3,24.9845578,-80.4166775,16.8
apal_pr_gHS1_cl108_fr4_AH_2019-09-26,bagnumber-1720,apal_pr_gHS1_cl108_fr4_AH_2019-09-26,4,AH,26-Sep-19,September,2019,Trip_4,HS1_Cluster_108_4_pr,154,apal,4_pr,pr,HS1,108,4,NA,greenyellow,greenyellow,black,greenyellow,ivory3,24.9845645,-80.4166745,16.8
apal_pr_gCN2_cl65_fr5_AH_2019-09-26,bagnumber-1721,apal_pr_gCN2_cl65_fr5_AH_2019-09-26,5,AH,26-Sep-19,September,2019,Trip_4,CN2_Cluster_65_5_pr,155,apal,4_pr,pr,CN2,65,4,NA,greenyellow,blue4,maroon2,greenyellow,ivory3,NA,NA,NA
apal_pr_gCN2_cl65_fr6_AH_2019-09-26,bagnumber-1722,apal_pr_gCN2_cl65_fr6_AH_2019-09-26,6,AH,26-Sep-19,September,2019,Trip_4,CN2_Cluster_65_6_pr,156,apal,4_pr,pr,CN2,65,4,NA,greenyellow,blue4,maroon2,greenyellow,ivory3,NA,NA,NA
apal_pr_gML2_cl64_fr4_AH_2019-09-26,bagnumber-1723,apal_pr_gML2_cl64_fr4_AH_2019-09-26,4,AH,26-Sep-19,September,2019,Trip_4,ML2_Cluster_64_4_pr,157,apal,4_pr,pr,ML2,64,4,NA,greenyellow,orangered,slategrey,greenyellow,ivory3,24.9845404,-80.4165528,16.7
apal_pr_gML2_cl64_fr5_AH_2019-09-26,bagnumber-1724,apal_pr_gML2_cl64_fr5_AH_2019-09-26,5,AH,26-Sep-19,September,2019,Trip_4,ML2_Cluster_64_5_pr,158,apal,4_pr,pr,ML2,64,4,NA,greenyellow,orangered,slategrey,greenyellow,ivory3,24.9845404,-80.4165528,16.7
apal_pr_gML2_cl64_fr6_AH_2019-09-26,bagnumber-1725,apal_pr_gML2_cl64_fr6_AH_2019-09-26,6,AH,26-Sep-19,September,2019,Trip_4,ML2_Cluster_64_6_pr,159,apal,4_pr,pr,ML2,64,4,NA,greenyellow,orangered,slategrey,greenyellow,ivory3,24.9845404,-80.4165528,16.7
apal_pr_gML2_cl58_frB_AH_2019-09-26,bagnumber-1726,apal_pr_gML2_cl58_frB_AH_2019-09-26,B,AH,26-Sep-19,September,2019,Trip_4,ML2_Cluster_58_B_pr,160,apal,4_pr,pr,ML2,58,4,NA,greenyellow,orangered,slategrey,greenyellow,ivory3,24.9845308,-80.4165403,18.7
apal_pr_gML2_cl58_fr6_AH_2019-09-26,bagnumber-1728,apal_pr_gML2_cl58_fr6_AH_2019-09-26,6,AH,26-Sep-19,September,2019,Trip_4,ML2_Cluster_58_6_pr,162,apal,4_pr,pr,ML2,58,4,NA,greenyellow,orangered,slategrey,greenyellow,ivory3,24.9845308,-80.4165403,18.7
apal_pr_gHS1_cl108_fr5_AH_2019-09-26,bagnumber-1741,apal_pr_gHS1_cl108_fr5_AH_2019-09-26,5,AH,26-Sep-19,September,2019,Trip_4,HS1_Cluster_108_5_pr,163,apal,4_pr,pr,HS1,108,4,NA,greenyellow,greenyellow,black,greenyellow,ivory3,24.9845645,-80.4166745,16.8
apal_pr_gHS1_cl108_fr6_AH_2019-09-26,bagnumber-1742,apal_pr_gHS1_cl108_fr6_AH_2019-09-26,6,AH,26-Sep-19,September,2019,Trip_4,HS1_Cluster_108_6_pr,164,apal,4_pr,pr,HS1,108,4,NA,greenyellow,greenyellow,black,greenyellow,ivory3,24.9845645,-80.4166745,16.8
apal_pr_gHS1_cl106_fr3_AH_2019-09-26,bagnumber-1743,apal_pr_gHS1_cl106_fr3_AH_2019-09-26,3,AH,26-Sep-19,September,2019,Trip_4,HS1_Cluster_106_3_pr,165,apal,4_pr,pr,HS1,106,4,NA,greenyellow,greenyellow,black,greenyellow,ivory3,24.9845488,-80.416677,18.7
apal_pr_gHS1_cl106_fr4_AH_2019-09-26,bagnumber-1744,apal_pr_gHS1_cl106_fr4_AH_2019-09-26,4,AH,26-Sep-19,September,2019,Trip_4,HS1_Cluster_106_4_pr,166,apal,4_pr,pr,HS1,106,4,NA,greenyellow,greenyellow,black,greenyellow,ivory3,24.9845488,-80.416677,18.7
apal_pr_gCN4_cl103_fr4_AH_2019-09-26,bagnumber-1748,apal_pr_gCN4_cl103_fr4_AH_2019-09-26,4,AH,26-Sep-19,September,2019,Trip_4,CN4_Cluster_103_4_pr,167,apal,4_pr,pr,CN4,103,4,NA,greenyellow,maroon2,ivory3,greenyellow,ivory3,24.9845627,-80.4166609,15.7
apal_pr_gCN4_cl103_fr5_AH_2019-09-26,bagnumber-1749,apal_pr_gCN4_cl103_fr5_AH_2019-09-26,5,AH,26-Sep-19,September,2019,Trip_4,CN4_Cluster_103_5_pr,168,apal,4_pr,pr,CN4,103,4,NA,greenyellow,maroon2,ivory3,greenyellow,ivory3,24.9845627,-80.4166609,15.7
apal_pr_gCN4_cl103_fr7_AH_2019-09-26,bagnumber-1750,apal_pr_gCN4_cl103_fr7_AH_2019-09-26,7,AH,26-Sep-19,September,2019,Trip_4,CN4_Cluster_103_7_pr,169,apal,4_pr,pr,CN4,103,4,NA,greenyellow,maroon2,ivory3,greenyellow,ivory3,24.9845627,-80.4166609,15.7
apal_pr_gCN4_cl98_fr4_AH_2019-09-26,bagnumber-1754,apal_pr_gCN4_cl98_fr4_AH_2019-09-26,4,AH,26-Sep-19,September,2019,Trip_4,CN4_Cluster_98_4_pr,170,apal,4_pr,pr,CN4,98,4,NA,greenyellow,maroon2,ivory3,greenyellow,ivory3,24.9845608,-80.4166472,15.7
apal_pr_gCN4_cl98_fr7_AH_2019-09-26,bagnumber-1755,apal_pr_gCN4_cl98_fr7_AH_2019-09-26,7,AH,26-Sep-19,September,2019,Trip_4,CN4_Cluster_98_7_pr,171,apal,4_pr,pr,CN4,98,4,NA,greenyellow,maroon2,ivory3,greenyellow,ivory3,24.9845608,-80.4166472,15.7
apal_pr_gCN4_cl98_fr4_D_2019-09-26,bagnumber-1756,apal_pr_gCN4_cl98_fr4_D_2019-09-26,4,D,26-Sep-19,September,2019,Trip_4,CN4_Cluster_98_4_pr,172,apal,4_pr,pr,CN4,98,4,NA,greenyellow,maroon2,ivory3,greenyellow,ivory3,24.9845608,-80.4166472,15.7
apal_pr_gCN4_cl98_fr3_AH_2019-09-26,bagnumber-1757,apal_pr_gCN4_cl98_fr3_AH_2019-09-26,3,AH,26-Sep-19,September,2019,Trip_4,CN4_Cluster_98_3_pr,173,apal,4_pr,pr,CN4,98,4,NA,greenyellow,maroon2,ivory3,greenyellow,ivory3,24.9845608,-80.4166472,15.7
apal_pr_gCN2_cl81_fr4_AH_2019-09-26,bagnumber-1759,apal_pr_gCN2_cl81_fr4_AH_2019-09-26,4,AH,26-Sep-19,September,2019,Trip_4,CN2_Cluster_81_4_pr,175,apal,4_pr,pr,CN2,81,4,NA,greenyellow,blue4,maroon2,greenyellow,ivory3,24.9845614,-80.4165913,17.7
apal_pr_gCN2_cl81_fr6_AH_2019-09-26,bagnumber-1760,apal_pr_gCN2_cl81_fr6_AH_2019-09-26,6,AH,26-Sep-19,September,2019,Trip_4,CN2_Cluster_81_6_pr,176,apal,4_pr,pr,CN2,81,4,NA,greenyellow,blue4,maroon2,greenyellow,ivory3,24.9845614,-80.4165913,17.7
apal_pr_gCN2_cl75_fr3_AH_2019-09-26,bagnumber-1824,apal_pr_gCN2_cl75_fr3_AH_2019-09-26,3,AH,26-Sep-19,September,2019,Trip_4,CN2_Cluster_75_3_pr,177,apal,4_pr,pr,CN2,75,4,NA,greenyellow,blue4,maroon2,greenyellow,ivory3,24.984544,-80.4165801,15.7
apal_pr_gCN2_cl75_fr4_AH_2019-09-26,bagnumber-1825,apal_pr_gCN2_cl75_fr4_AH_2019-09-26,4,AH,26-Sep-19,September,2019,Trip_4,CN2_Cluster_75_4_pr,178,apal,4_pr,pr,CN2,75,4,NA,greenyellow,blue4,maroon2,greenyellow,ivory3,24.984544,-80.4165801,15.7
apal_pr_gCN2_cl75_fr7_AH_2019-09-26,bagnumber-1826,apal_pr_gCN2_cl75_fr7_AH_2019-09-26,7,AH,26-Sep-19,September,2019,Trip_4,CN2_Cluster_75_7_pr,179,apal,4_pr,pr,CN2,75,4,NA,greenyellow,blue4,maroon2,greenyellow,ivory3,24.984544,-80.4165801,15.7
apal_pr_gCN2_cl79_fr3_AH_2019-09-26,bagnumber-1827,apal_pr_gCN2_cl79_fr3_AH_2019-09-26,3,AH,26-Sep-19,September,2019,Trip_4,CN2_Cluster_79_3_pr,180,apal,4_pr,pr,CN2,79,4,NA,greenyellow,blue4,maroon2,greenyellow,ivory3,24.9845458,-80.4165938,16.7
apal_pr_gCN2_cl79_fr4_AH_2019-09-26,bagnumber-1828,apal_pr_gCN2_cl79_fr4_AH_2019-09-26,4,AH,26-Sep-19,September,2019,Trip_4,CN2_Cluster_79_4_pr,181,apal,4_pr,pr,CN2,79,4,NA,greenyellow,blue4,maroon2,greenyellow,ivory3,24.9845458,-80.4165938,16.7
apal_pr_gCN2_cl79_fr6_AH_2019-09-26,bagnumber-1829,apal_pr_gCN2_cl79_fr6_AH_2019-09-26,6,AH,26-Sep-19,September,2019,Trip_4,CN2_Cluster_79_6_pr,182,apal,4_pr,pr,CN2,79,4,NA,greenyellow,blue4,maroon2,greenyellow,ivory3,24.9845458,-80.4165938,16.7
apal_pr_gHS1_cl106_fr7_AH_2019-11-18,bagnumber-1881,apal_pr_gHS1_cl106_fr7_AH_2019-11-18,7,AH,18-Nov-19,November,2019,Trip_5,HS1_Cluster_106_7_pr,183,apal,5_pr,pr,HS1,106,5,NA,greenyellow,greenyellow,black,orangered,mediumpurple,24.9845488,-80.416677,18.7
apal_pr_gCN4_cl103_fr4_AH_2019-11-18,bagnumber-1886,apal_pr_gCN4_cl103_fr4_AH_2019-11-18,4,AH,18-Nov-19,November,2019,Trip_5,CN4_Cluster_103_4_pr,184,apal,5_pr,pr,CN4,103,5,NA,greenyellow,maroon2,ivory3,orangered,mediumpurple,24.9845627,-80.4166609,15.7
apal_pr_gCN4_cl103_fr5_AH_2019-11-18,bagnumber-1887,apal_pr_gCN4_cl103_fr5_AH_2019-11-18,5,AH,18-Nov-19,November,2019,Trip_5,CN4_Cluster_103_5_pr,185,apal,5_pr,pr,CN4,103,5,NA,greenyellow,maroon2,ivory3,orangered,mediumpurple,24.9845627,-80.4166609,15.7
apal_pr_gCN4_cl98_fr3_AH_2019-11-18,bagnumber-1892,apal_pr_gCN4_cl98_fr3_AH_2019-11-18,3,AH,18-Nov-19,November,2019,Trip_5,CN4_Cluster_98_3_pr,187,apal,5_pr,pr,CN4,98,5,NA,greenyellow,maroon2,ivory3,orangered,mediumpurple,24.9845608,-80.4166472,15.7
apal_pr_gCN4_cl98_fr4_AH_2019-11-18,bagnumber-1893,apal_pr_gCN4_cl98_fr4_AH_2019-11-18,4,AH,18-Nov-19,November,2019,Trip_5,CN4_Cluster_98_4_pr,188,apal,5_pr,pr,CN4,98,5,NA,greenyellow,maroon2,ivory3,orangered,mediumpurple,24.9845608,-80.4166472,15.7
apal_pr_gCN4_cl98_fr7_AH_2019-11-18,bagnumber-1894,apal_pr_gCN4_cl98_fr7_AH_2019-11-18,7,AH,18-Nov-19,November,2019,Trip_5,CN4_Cluster_98_7_pr,189,apal,5_pr,pr,CN4,98,5,NA,greenyellow,maroon2,ivory3,orangered,mediumpurple,24.9845608,-80.4166472,15.7
apal_pr_gCN2_cl81_fr3_AH_2019-11-18,bagnumber-1895,apal_pr_gCN2_cl81_fr3_AH_2019-11-18,3,AH,18-Nov-19,November,2019,Trip_5,CN2_Cluster_81_3_pr,190,apal,5_pr,pr,CN2,81,5,NA,greenyellow,blue4,maroon2,orangered,mediumpurple,24.9845614,-80.4165913,17.7
apal_pr_gCN2_cl81_fr4_AH_2019-11-18,bagnumber-1896,apal_pr_gCN2_cl81_fr4_AH_2019-11-18,4,AH,18-Nov-19,November,2019,Trip_5,CN2_Cluster_81_4_pr,191,apal,5_pr,pr,CN2,81,5,NA,greenyellow,blue4,maroon2,orangered,mediumpurple,24.9845614,-80.4165913,17.7
apal_pr_gCN2_cl81_fr6_AH_2019-11-18,bagnumber-1897,apal_pr_gCN2_cl81_fr6_AH_2019-11-18,6,AH,18-Nov-19,November,2019,Trip_5,CN2_Cluster_81_6_pr,192,apal,5_pr,pr,CN2,81,5,NA,greenyellow,blue4,maroon2,orangered,mediumpurple,24.9845614,-80.4165913,17.7
apal_pr_gCN2_cl79_fr3_AH_2019-11-18,bagnumber-1898,apal_pr_gCN2_cl79_fr3_AH_2019-11-18,3,AH,18-Nov-19,November,2019,Trip_5,CN2_Cluster_79_3_pr,193,apal,5_pr,pr,CN2,79,5,NA,greenyellow,blue4,maroon2,orangered,mediumpurple,24.9845458,-80.4165938,16.7
apal_pr_gCN2_cl79_fr4_AH_2019-11-18,bagnumber-1899,apal_pr_gCN2_cl79_fr4_AH_2019-11-18,4,AH,18-Nov-19,November,2019,Trip_5,CN2_Cluster_79_4_pr,194,apal,5_pr,pr,CN2,79,5,NA,greenyellow,blue4,maroon2,orangered,mediumpurple,24.9845458,-80.4165938,16.7
apal_pr_gHS1_cl112_fr3_AH_2019-11-18,bagnumber-1991,apal_pr_gHS1_cl112_fr3_AH_2019-11-18,3,AH,18-Nov-19,November,2019,Trip_5,HS1_Cluster_112_3_pr,196,apal,5_pr,pr,HS1,112,5,NA,greenyellow,greenyellow,black,orangered,mediumpurple,24.9845578,-80.4166775,16.8
apal_pr_gHS1_cl112_fr4_AH_2019-11-18,bagnumber-1992,apal_pr_gHS1_cl112_fr4_AH_2019-11-18,4,AH,18-Nov-19,November,2019,Trip_5,HS1_Cluster_112_4_pr,197,apal,5_pr,pr,HS1,112,5,NA,greenyellow,greenyellow,black,orangered,mediumpurple,24.9845578,-80.4166775,16.8
apal_pr_gHS1_cl112_fr6_AH_2019-11-18,bagnumber-1993,apal_pr_gHS1_cl112_fr6_AH_2019-11-18,6,AH,18-Nov-19,November,2019,Trip_5,HS1_Cluster_112_6_pr,198,apal,5_pr,pr,HS1,112,5,NA,greenyellow,greenyellow,black,orangered,mediumpurple,24.9845578,-80.4166775,16.8
apal_pr_gHS1_cl108_fr4_AH_2019-11-18,bagnumber-1994,apal_pr_gHS1_cl108_fr4_AH_2019-11-18,4,AH,18-Nov-19,November,2019,Trip_5,HS1_Cluster_108_4_pr,199,apal,5_pr,pr,HS1,108,5,NA,greenyellow,greenyellow,black,orangered,mediumpurple,24.9845645,-80.4166745,16.8
apal_pr_gHS1_cl108_fr5_AH_2019-11-18,bagnumber-1995,apal_pr_gHS1_cl108_fr5_AH_2019-11-18,5,AH,18-Nov-19,November,2019,Trip_5,HS1_Cluster_108_5_pr,200,apal,5_pr,pr,HS1,108,5,NA,greenyellow,greenyellow,black,orangered,mediumpurple,24.9845645,-80.4166745,16.8
apal_pr_gHS1_cl108_fr6_AH_2019-11-18,bagnumber-1996,apal_pr_gHS1_cl108_fr6_AH_2019-11-18,6,AH,18-Nov-19,November,2019,Trip_5,HS1_Cluster_108_6_pr,201,apal,5_pr,pr,HS1,108,5,NA,greenyellow,greenyellow,black,orangered,mediumpurple,24.9845645,-80.4166745,16.8
apal_pr_gHS1_cl108_fr3_AH_2019-11-18,bagnumber-1997,apal_pr_gHS1_cl108_fr3_AH_2019-11-18,3,AH,18-Nov-19,November,2019,Trip_5,HS1_Cluster_108_3_pr,202,apal,5_pr,pr,HS1,108,5,NA,greenyellow,greenyellow,black,orangered,mediumpurple,24.9845645,-80.4166745,16.8
apal_pr_gHS1_cl106_fr3_AH_2019-11-18,bagnumber-1998,apal_pr_gHS1_cl106_fr3_AH_2019-11-18,3,AH,18-Nov-19,November,2019,Trip_5,HS1_Cluster_106_3_pr,203,apal,5_pr,pr,HS1,106,5,NA,greenyellow,greenyellow,black,orangered,mediumpurple,24.9845488,-80.416677,18.7
apal_pr_gHS1_cl106_fr4_AH_2019-11-18,bagnumber-1999,apal_pr_gHS1_cl106_fr4_AH_2019-11-18,4,AH,18-Nov-19,November,2019,Trip_5,HS1_Cluster_106_4_pr,204,apal,5_pr,pr,HS1,106,5,NA,greenyellow,greenyellow,black,orangered,mediumpurple,24.9845488,-80.416677,18.7
apal_pr_gHS1_cl106_fr5_AH_2019-11-18,bagnumber-2000,apal_pr_gHS1_cl106_fr5_AH_2019-11-18,5,AH,18-Nov-19,November,2019,Trip_5,HS1_Cluster_106_5_pr,205,apal,5_pr,pr,HS1,106,5,NA,greenyellow,greenyellow,black,orangered,mediumpurple,24.9845488,-80.416677,18.7
apal_cf_gML2_cl78_frB_AH_2019-11-19,bagnumber-2025,apal_cf_gML2_cl78_frB_AH_2019-11-19,B,AH,19-Nov-19,November,2019,Trip_5,ML2_Cluster_78_B_cf,206,apal,5_cf,cf,ML2,78,5,NA,blue4,orangered,yellow3,orangered,yellow3,25.2206999,-80.2103693,20.9
apal_cf_gHS1_cl18_frB_AH_2019-11-19,bagnumber-2026,apal_cf_gHS1_cl18_frB_AH_2019-11-19,B,AH,19-Nov-19,November,2019,Trip_5,HS1_Cluster_18_B_cf,207,apal,5_cf,cf,HS1,18,5,NA,blue4,greenyellow,mediumpurple,orangered,yellow3,25.2208501,-80.2102565,18.8
apal_cf_gHS1_cl18_fr3_AH_2019-11-19,bagnumber-2027,apal_cf_gHS1_cl18_fr3_AH_2019-11-19,3,AH,19-Nov-19,November,2019,Trip_5,HS1_Cluster_18_3_cf,208,apal,5_cf,cf,HS1,18,5,NA,blue4,greenyellow,mediumpurple,orangered,yellow3,25.2208501,-80.2102565,18.8
apal_cf_gHS1_cl18_fr6_AH_2019-11-19,bagnumber-2028,apal_cf_gHS1_cl18_fr6_AH_2019-11-19,6,AH,19-Nov-19,November,2019,Trip_5,HS1_Cluster_18_6_cf,209,apal,5_cf,cf,HS1,18,5,NA,blue4,greenyellow,mediumpurple,orangered,yellow3,25.2208501,-80.2102565,18.8
apal_cf_gHS1_cl17_fr3_AH_2019-11-19,bagnumber-2029,apal_cf_gHS1_cl17_fr3_AH_2019-11-19,3,AH,19-Nov-19,November,2019,Trip_5,HS1_Cluster_17_3_cf,210,apal,5_cf,cf,HS1,17,5,NA,blue4,greenyellow,mediumpurple,orangered,yellow3,25.220845,-80.2102483,17.8
apal_cf_gHS1_cl17_fr4_AH_2019-11-19,bagnumber-2030,apal_cf_gHS1_cl17_fr4_AH_2019-11-19,4,AH,19-Nov-19,November,2019,Trip_5,HS1_Cluster_17_4_cf,211,apal,5_cf,cf,HS1,17,5,NA,blue4,greenyellow,mediumpurple,orangered,yellow3,25.220845,-80.2102483,17.8
apal_cf_gHS1_cl15_frB_AH_2019-11-19,bagnumber-2033,apal_cf_gHS1_cl15_frB_AH_2019-11-19,B,AH,19-Nov-19,November,2019,Trip_5,HS1_Cluster_15_B_cf,213,apal,5_cf,cf,HS1,15,5,NA,blue4,greenyellow,mediumpurple,orangered,yellow3,25.2208297,-80.2102237,17.6
apal_cf_gHS1_cl15_fr3_AH_2019-11-19,bagnumber-2034,apal_cf_gHS1_cl15_fr3_AH_2019-11-19,3,AH,19-Nov-19,November,2019,Trip_5,HS1_Cluster_15_3_cf,214,apal,5_cf,cf,HS1,15,5,NA,blue4,greenyellow,mediumpurple,orangered,yellow3,25.2208297,-80.2102237,17.6
apal_cf_gHS1_cl15_fr4_AH_2019-11-19,bagnumber-2035,apal_cf_gHS1_cl15_fr4_AH_2019-11-19,4,AH,19-Nov-19,November,2019,Trip_5,HS1_Cluster_15_4_cf,215,apal,5_cf,cf,HS1,15,5,NA,blue4,greenyellow,mediumpurple,orangered,yellow3,25.2208297,-80.2102237,17.6
apal_cf_gHS1_cl15_fr5_AH_2019-11-19,bagnumber-2036,apal_cf_gHS1_cl15_fr5_AH_2019-11-19,5,AH,19-Nov-19,November,2019,Trip_5,HS1_Cluster_15_5_cf,216,apal,5_cf,cf,HS1,15,5,NA,blue4,greenyellow,mediumpurple,orangered,yellow3,25.2208297,-80.2102237,17.6
apal_cf_gCN2_cl11_fr3_AH_2019-11-19,bagnumber-2037,apal_cf_gCN2_cl11_fr3_AH_2019-11-19,3,AH,19-Nov-19,November,2019,Trip_5,CN2_Cluster_11_3_cf,217,apal,5_cf,cf,CN2,11,5,NA,blue4,blue4,blue4,orangered,yellow3,25.2208448,-80.2102244,19.6
apal_cf_gCN2_cl11_fr4_AH_2019-11-19,bagnumber-2038,apal_cf_gCN2_cl11_fr4_AH_2019-11-19,4,AH,19-Nov-19,November,2019,Trip_5,CN2_Cluster_11_4_cf,218,apal,5_cf,cf,CN2,11,5,NA,blue4,blue4,blue4,orangered,yellow3,25.2208448,-80.2102244,19.6
apal_cf_gCN2_cl6_fr3_AH_2019-11-19,bagnumber-2039,apal_cf_gCN2_cl6_fr3_AH_2019-11-19,3,AH,19-Nov-19,November,2019,Trip_5,CN2_Cluster_6_3_cf,219,apal,5_cf,cf,CN2,6,5,NA,blue4,blue4,blue4,orangered,yellow3,25.2208498,-80.2102087,18.6
apal_cf_gCN2_cl6_fr4_AH_2019-11-19,bagnumber-2040,apal_cf_gCN2_cl6_fr4_AH_2019-11-19,4,AH,19-Nov-19,November,2019,Trip_5,CN2_Cluster_6_4_cf,220,apal,5_cf,cf,CN2,6,5,NA,blue4,blue4,blue4,orangered,yellow3,25.2208498,-80.2102087,18.6
apal_pr_gCN2_cl75_fr3_AH_2019-11-18,bagnumber-2044,apal_pr_gCN2_cl75_fr3_AH_2019-11-18,3,AH,18-Nov-19,November,2019,Trip_5,CN2_Cluster_75_3_pr,221,apal,5_pr,pr,CN2,75,5,NA,greenyellow,blue4,maroon2,orangered,mediumpurple,24.984544,-80.4165801,15.7
apal_pr_gCN2_cl75_fr4_AH_2019-11-18,bagnumber-2045,apal_pr_gCN2_cl75_fr4_AH_2019-11-18,4,AH,18-Nov-19,November,2019,Trip_5,CN2_Cluster_75_4_pr,222,apal,5_pr,pr,CN2,75,5,NA,greenyellow,blue4,maroon2,orangered,mediumpurple,24.984544,-80.4165801,15.7
apal_pr_gCN2_cl75_fr7_AH_2019-11-18,bagnumber-2046,apal_pr_gCN2_cl75_fr7_AH_2019-11-18,7,AH,18-Nov-19,November,2019,Trip_5,CN2_Cluster_75_7_pr,223,apal,5_pr,pr,CN2,75,5,NA,greenyellow,blue4,maroon2,orangered,mediumpurple,24.984544,-80.4165801,15.7
apal_pr_gCN2_cl75_fr6_AH_2019-11-18,bagnumber-2047,apal_pr_gCN2_cl75_fr6_AH_2019-11-18,6,AH,18-Nov-19,November,2019,Trip_5,CN2_Cluster_75_6_pr,224,apal,5_pr,pr,CN2,75,5,NA,greenyellow,blue4,maroon2,orangered,mediumpurple,24.984544,-80.4165801,15.7
