sample_ID,bag_num,sample_ID2,Fragment_number,Health,collection_date,Month,Year,Samp_trip,joining_info,order,species,time_Reef,reef,Genotype,Cluster,sampling_trip,X,colour_reef,colour_genotype,colour_reef_genotype,colour_timepoint,colour_timepoint_reef,cluster_latitude,cluster_longitude,cluster_depth
apal_cf_gML2_cl78_fr3_AH_2019-02-28,bagnumber-538,apal_cf_gML2_cl78_fr3_AH_2019-02-28,3,AH,28-Feb-19,February,2019,Trip_2,ML2_Cluster_78_3_cf,303,apal,2_cf,cf,ML2,78,2,NA,blue4,orangered,yellow3,blue4,blue4,25.2206999,-80.2103693,20.9
apal_cf_gML2_cl78_fr4_AH_2019-02-28,bagnumber-539,apal_cf_gML2_cl78_fr4_AH_2019-02-28,4,AH,28-Feb-19,February,2019,Trip_2,ML2_Cluster_78_4_cf,304,apal,2_cf,cf,ML2,78,2,NA,blue4,orangered,yellow3,blue4,blue4,25.2206999,-80.2103693,20.9
apal_pr_gCN2_cl75_fr3_AH_2019-03-01,bagnumber-584,apal_pr_gCN2_cl75_fr3_AH_2019-03-01,3,AH,1-Mar-19,March,2019,Trip_2,CN2_Cluster_75_3_pr,305,apal,2_pr,pr,CN2,75,2,NA,greenyellow,blue4,maroon2,blue4,orangered,24.984544,-80.4165801,15.7
apal_pr_gCN2_cl75_fr4_AH_2019-03-01,bagnumber-585,apal_pr_gCN2_cl75_fr4_AH_2019-03-01,4,AH,1-Mar-19,March,2019,Trip_2,CN2_Cluster_75_4_pr,306,apal,2_pr,pr,CN2,75,2,NA,greenyellow,blue4,maroon2,blue4,orangered,24.984544,-80.4165801,15.7
apal_pr_gCN2_cl75_fr7_AH_2019-03-01,bagnumber-586,apal_pr_gCN2_cl75_fr7_AH_2019-03-01,7,AH,1-Mar-19,March,2019,Trip_2,CN2_Cluster_75_7_pr,307,apal,2_pr,pr,CN2,75,2,NA,greenyellow,blue4,maroon2,blue4,orangered,24.984544,-80.4165801,15.7
apal_pr_gCN2_cl79_fr3_AH_2019-03-01,bagnumber-590,apal_pr_gCN2_cl79_fr3_AH_2019-03-01,3,AH,1-Mar-19,March,2019,Trip_2,CN2_Cluster_79_3_pr,308,apal,2_pr,pr,CN2,79,2,NA,greenyellow,blue4,maroon2,blue4,orangered,24.9845458,-80.4165938,16.7
apal_pr_gCN2_cl79_fr4_AH_2019-03-01,bagnumber-591,apal_pr_gCN2_cl79_fr4_AH_2019-03-01,4,AH,1-Mar-19,March,2019,Trip_2,CN2_Cluster_79_4_pr,309,apal,2_pr,pr,CN2,79,2,NA,greenyellow,blue4,maroon2,blue4,orangered,24.9845458,-80.4165938,16.7
apal_pr_gCN2_cl79_fr6_AH_2019-03-01,bagnumber-592,apal_pr_gCN2_cl79_fr6_AH_2019-03-01,6,AH,1-Mar-19,March,2019,Trip_2,CN2_Cluster_79_6_pr,310,apal,2_pr,pr,CN2,79,2,NA,greenyellow,blue4,maroon2,blue4,orangered,24.9845458,-80.4165938,16.7
apal_pr_gCN2_cl81_fr3_AH_2019-03-01,bagnumber-593,apal_pr_gCN2_cl81_fr3_AH_2019-03-01,3,AH,1-Mar-19,March,2019,Trip_2,CN2_Cluster_81_3_pr,311,apal,2_pr,pr,CN2,81,2,NA,greenyellow,blue4,maroon2,blue4,orangered,24.9845614,-80.4165913,17.7
apal_pr_gCN2_cl81_fr4_AH_2019-03-01,bagnumber-594,apal_pr_gCN2_cl81_fr4_AH_2019-03-01,4,AH,1-Mar-19,March,2019,Trip_2,CN2_Cluster_81_4_pr,312,apal,2_pr,pr,CN2,81,2,NA,greenyellow,blue4,maroon2,blue4,orangered,24.9845614,-80.4165913,17.7
apal_pr_gCN2_cl81_fr6_AH_2019-03-01,bagnumber-595,apal_pr_gCN2_cl81_fr6_AH_2019-03-01,6,AH,1-Mar-19,March,2019,Trip_2,CN2_Cluster_81_6_pr,313,apal,2_pr,pr,CN2,81,2,NA,greenyellow,blue4,maroon2,blue4,orangered,24.9845614,-80.4165913,17.7
apal_pr_gCN4_cl98_fr3_AH_2019-03-01,bagnumber-596,apal_pr_gCN4_cl98_fr3_AH_2019-03-01,3,AH,1-Mar-19,March,2019,Trip_2,CN4_Cluster_98_3_pr,314,apal,2_pr,pr,CN4,98,2,NA,greenyellow,maroon2,ivory3,blue4,orangered,24.9845608,-80.4166472,15.7
apal_pr_gCN4_cl98_fr4_AH_2019-03-01,bagnumber-597,apal_pr_gCN4_cl98_fr4_AH_2019-03-01,4,AH,1-Mar-19,March,2019,Trip_2,CN4_Cluster_98_4_pr,315,apal,2_pr,pr,CN4,98,2,NA,greenyellow,maroon2,ivory3,blue4,orangered,24.9845608,-80.4166472,15.7
apal_pr_gCN4_cl98_fr7_AH_2019-03-01,bagnumber-598,apal_pr_gCN4_cl98_fr7_AH_2019-03-01,7,AH,1-Mar-19,March,2019,Trip_2,CN4_Cluster_98_7_pr,316,apal,2_pr,pr,CN4,98,2,NA,greenyellow,maroon2,ivory3,blue4,orangered,24.9845608,-80.4166472,15.7
apal_cf_gML2_cl95_fr3_AH_2019-02-28,bagnumber-604,apal_cf_gML2_cl95_fr3_AH_2019-02-28,3,AH,28-Feb-19,February,2019,Trip_2,ML2_Cluster_95_3_cf,317,apal,2_cf,cf,ML2,95,2,NA,greenyellow,orangered,yellow3,blue4,blue4,25.2206699,-80.2103919,20.9
apal_cf_gML2_cl95_fr4_AH_2019-02-28,bagnumber-605,apal_cf_gML2_cl95_fr4_AH_2019-02-28,4,AH,28-Feb-19,February,2019,Trip_2,ML2_Cluster_95_4_cf,318,apal,2_cf,cf,ML2,95,2,NA,greenyellow,orangered,yellow3,blue4,blue4,25.2206699,-80.2103919,20.9
apal_pr_gCN4_cl103_fr4_AH_2019-03-01,bagnumber-628,apal_pr_gCN4_cl103_fr4_AH_2019-03-01,4,AH,1-Mar-19,March,2019,Trip_2,CN4_Cluster_103_4_pr,319,apal,2_pr,pr,CN4,103,2,NA,greenyellow,maroon2,ivory3,blue4,orangered,24.9845627,-80.4166609,15.7
apal_pr_gCN4_cl103_fr5_AH_2019-03-01,bagnumber-629,apal_pr_gCN4_cl103_fr5_AH_2019-03-01,5,AH,1-Mar-19,March,2019,Trip_2,CN4_Cluster_103_5_pr,320,apal,2_pr,pr,CN4,103,2,NA,greenyellow,maroon2,ivory3,blue4,orangered,24.9845627,-80.4166609,15.7
apal_pr_gCN4_cl103_fr7_AH_2019-03-01,bagnumber-630,apal_pr_gCN4_cl103_fr7_AH_2019-03-01,7,AH,1-Mar-19,March,2019,Trip_2,CN4_Cluster_103_7_pr,321,apal,2_pr,pr,CN4,103,2,NA,greenyellow,maroon2,ivory3,blue4,orangered,24.9845627,-80.4166609,15.7
apal_pr_gHS1_cl108_fr4_AH_2019-03-01,bagnumber-634,apal_pr_gHS1_cl108_fr4_AH_2019-03-01,4,AH,1-Mar-19,March,2019,Trip_2,HS1_Cluster_108_4_pr,322,apal,2_pr,pr,HS1,108,2,NA,greenyellow,greenyellow,black,blue4,orangered,24.9845645,-80.4166745,16.8
apal_pr_gHS1_cl108_fr5_AH_2019-03-01,bagnumber-635,apal_pr_gHS1_cl108_fr5_AH_2019-03-01,5,AH,1-Mar-19,March,2019,Trip_2,HS1_Cluster_108_5_pr,323,apal,2_pr,pr,HS1,108,2,NA,greenyellow,greenyellow,black,blue4,orangered,24.9845645,-80.4166745,16.8
apal_pr_gHS1_cl108_fr6_AH_2019-03-01,bagnumber-637,apal_pr_gHS1_cl108_fr6_AH_2019-03-01,6,AH,1-Mar-19,March,2019,Trip_2,HS1_Cluster_108_6_pr,324,apal,2_pr,pr,HS1,108,2,NA,greenyellow,greenyellow,black,blue4,orangered,24.9845645,-80.4166745,16.8
apal_pr_gHS1_cl106_fr4_AH_2019-03-01,bagnumber-638,apal_pr_gHS1_cl106_fr4_AH_2019-03-01,4,AH,1-Mar-19,March,2019,Trip_2,HS1_Cluster_106_4_pr,325,apal,2_pr,pr,HS1,106,2,NA,greenyellow,greenyellow,black,blue4,orangered,24.9845488,-80.416677,18.7
apal_pr_gHS1_cl106_fr5_AH_2019-03-01,bagnumber-639,apal_pr_gHS1_cl106_fr5_AH_2019-03-01,5,AH,1-Mar-19,March,2019,Trip_2,HS1_Cluster_106_5_pr,326,apal,2_pr,pr,HS1,106,2,NA,greenyellow,greenyellow,black,blue4,orangered,24.9845488,-80.416677,18.7
apal_pr_gHS1_cl106_fr7_AH_2019-03-01,bagnumber-640,apal_pr_gHS1_cl106_fr7_AH_2019-03-01,7,AH,1-Mar-19,March,2019,Trip_2,HS1_Cluster_106_7_pr,327,apal,2_pr,pr,HS1,106,2,NA,greenyellow,greenyellow,black,blue4,orangered,24.9845488,-80.416677,18.7
apal_pr_gHS1_cl112_fr3_AH_2019-03-01,bagnumber-641,apal_pr_gHS1_cl112_fr3_AH_2019-03-01,3,AH,1-Mar-19,March,2019,Trip_2,HS1_Cluster_112_3_pr,328,apal,2_pr,pr,HS1,112,2,NA,greenyellow,greenyellow,black,blue4,orangered,24.9845578,-80.4166775,16.8
apal_pr_gHS1_cl112_fr4_AH_2019-03-01,bagnumber-642,apal_pr_gHS1_cl112_fr4_AH_2019-03-01,4,AH,1-Mar-19,March,2019,Trip_2,HS1_Cluster_112_4_pr,329,apal,2_pr,pr,HS1,112,2,NA,greenyellow,greenyellow,black,blue4,orangered,24.9845578,-80.4166775,16.8
apal_pr_gHS1_cl112_fr6_AH_2019-03-01,bagnumber-643,apal_pr_gHS1_cl112_fr6_AH_2019-03-01,6,AH,1-Mar-19,March,2019,Trip_2,HS1_Cluster_112_6_pr,330,apal,2_pr,pr,HS1,112,2,NA,greenyellow,greenyellow,black,blue4,orangered,24.9845578,-80.4166775,16.8
apal_pr_gML2_cl65_fr5_AH_2019-03-01,bagnumber-681,apal_pr_gML2_cl65_fr5_AH_2019-03-01,5,AH,1-Mar-19,March,2019,Trip_2,ML2_Cluster_65_5_pr,331,apal,2_pr,pr,ML2,65,2,NA,greenyellow,orangered,slategrey,blue4,orangered,24.9845482,-80.4165515,17.7
apal_pr_gML2_cl65_fr6_AH_2019-03-01,bagnumber-682,apal_pr_gML2_cl65_fr6_AH_2019-03-01,6,AH,1-Mar-19,March,2019,Trip_2,ML2_Cluster_65_6_pr,332,apal,2_pr,pr,ML2,65,2,NA,greenyellow,orangered,slategrey,blue4,orangered,24.9845482,-80.4165515,17.7
apal_pr_gCN4_cl72_frA_AH_2019-03-01,bagnumber-686,apal_pr_gCN4_cl72_frA_AH_2019-03-01,A,AH,1-Mar-19,March,2019,Trip_2,CN4_Cluster_72_A_pr,333,apal,2_pr,pr,CN4,72,2,NA,greenyellow,maroon2,ivory3,blue4,orangered,24.9845657,-80.4165627,17.7
apal_pr_gCN4_cl72_fr3_AH_2019-03-01,bagnumber-687,apal_pr_gCN4_cl72_fr3_AH_2019-03-01,3,AH,1-Mar-19,March,2019,Trip_2,CN4_Cluster_72_3_pr,334,apal,2_pr,pr,CN4,72,2,NA,greenyellow,maroon2,ivory3,blue4,orangered,24.9845657,-80.4165627,17.7
apal_pr_gCN4_cl72_fr5_AH_2019-03-01,bagnumber-688,apal_pr_gCN4_cl72_fr5_AH_2019-03-01,5,AH,1-Mar-19,March,2019,Trip_2,CN4_Cluster_72_5_pr,335,apal,2_pr,pr,CN4,72,2,NA,greenyellow,maroon2,ivory3,blue4,orangered,24.9845657,-80.4165627,17.7
apal_ndr_gCN2_cl65_fr3_AH_2019-03-04,bagnumber-695,apal_ndr_gCN2_cl65_fr3_AH_2019-03-04,3,AH,4-Mar-19,March,2019,Trip_2,CN2_Cluster_65_3_ndr,336,apal,2_ndr,ndr,CN2,65,2,NA,greenyellow,blue4,greenyellow,blue4,maroon2,25.1303122,-80.293845,11.6
apal_ndr_gCN2_cl65_fr6_AH_2019-03-04,bagnumber-696,apal_ndr_gCN2_cl65_fr6_AH_2019-03-04,6,AH,4-Mar-19,March,2019,Trip_2,CN2_Cluster_65_6_ndr,337,apal,2_ndr,ndr,CN2,65,2,NA,greenyellow,blue4,greenyellow,blue4,maroon2,25.1303122,-80.293845,11.6
apal_ndr_gCN2_cl65_fr7_AH_2019-03-04,bagnumber-697,apal_ndr_gCN2_cl65_fr7_AH_2019-03-04,7,AH,4-Mar-19,March,2019,Trip_2,CN2_Cluster_65_7_ndr,338,apal,2_ndr,ndr,CN2,65,2,NA,greenyellow,blue4,greenyellow,blue4,maroon2,25.1303122,-80.293845,11.6
apal_ndr_gHS1_cl67_fr3_AH_2019-03-04,bagnumber-698,apal_ndr_gHS1_cl67_fr3_AH_2019-03-04,3,AH,4-Mar-19,March,2019,Trip_2,HS1_Cluster_67_3_ndr,339,apal,2_ndr,ndr,HS1,67,2,NA,greenyellow,greenyellow,olivedrab1,blue4,maroon2,25.1303102,-80.293823,12.6
apal_ndr_gHS1_cl67_fr6_AH_2019-03-04,bagnumber-699,apal_ndr_gHS1_cl67_fr6_AH_2019-03-04,6,AH,4-Mar-19,March,2019,Trip_2,HS1_Cluster_67_6_ndr,340,apal,2_ndr,ndr,HS1,67,2,NA,greenyellow,greenyellow,olivedrab1,blue4,maroon2,25.1303102,-80.293823,12.6
apal_ndr_gHS1_cl67_fr7_AH_2019-03-04,bagnumber-700,apal_ndr_gHS1_cl67_fr7_AH_2019-03-04,7,AH,4-Mar-19,March,2019,Trip_2,HS1_Cluster_67_7_ndr,341,apal,2_ndr,ndr,HS1,67,2,NA,greenyellow,greenyellow,olivedrab1,blue4,maroon2,25.1303102,-80.293823,12.6
apal_pr_gML2_cl58_fr3_AH_2019-03-01,bagnumber-734,apal_pr_gML2_cl58_fr3_AH_2019-03-01,3,AH,1-Mar-19,March,2019,Trip_2,ML2_Cluster_58_3_pr,342,apal,2_pr,pr,ML2,58,2,NA,greenyellow,orangered,slategrey,blue4,orangered,24.9845308,-80.4165403,18.7
apal_pr_gML2_cl58_frB_AH_2019-03-01,bagnumber-735,apal_pr_gML2_cl58_frB_AH_2019-03-01,B,AH,1-Mar-19,March,2019,Trip_2,ML2_Cluster_58_B_pr,343,apal,2_pr,pr,ML2,58,2,NA,greenyellow,orangered,slategrey,blue4,orangered,24.9845308,-80.4165403,18.7
apal_pr_gML2_cl58_fr6_AH_2019-03-01,bagnumber-736,apal_pr_gML2_cl58_fr6_AH_2019-03-01,6,AH,1-Mar-19,March,2019,Trip_2,ML2_Cluster_58_6_pr,344,apal,2_pr,pr,ML2,58,2,NA,greenyellow,orangered,slategrey,blue4,orangered,24.9845308,-80.4165403,18.7
apal_pr_gML2_cl64_fr4_AH_2019-03-01,bagnumber-737,apal_pr_gML2_cl64_fr4_AH_2019-03-01,4,AH,1-Mar-19,March,2019,Trip_2,ML2_Cluster_64_4_pr,345,apal,2_pr,pr,ML2,64,2,NA,greenyellow,orangered,slategrey,blue4,orangered,24.9845404,-80.4165528,16.7
apal_pr_gML2_cl64_fr5_AH_2019-03-01,bagnumber-738,apal_pr_gML2_cl64_fr5_AH_2019-03-01,5,AH,1-Mar-19,March,2019,Trip_2,ML2_Cluster_64_5_pr,346,apal,2_pr,pr,ML2,64,2,NA,greenyellow,orangered,slategrey,blue4,orangered,24.9845404,-80.4165528,16.7
apal_pr_gML2_cl64_fr6_AH_2019-03-01,bagnumber-739,apal_pr_gML2_cl64_fr6_AH_2019-03-01,6,AH,1-Mar-19,March,2019,Trip_2,ML2_Cluster_64_6_pr,347,apal,2_pr,pr,ML2,64,2,NA,greenyellow,orangered,slategrey,blue4,orangered,24.9845404,-80.4165528,16.7
apal_pr_gML2_cl65_fr4_AH_2019-03-01,bagnumber-740,apal_pr_gML2_cl65_fr4_AH_2019-03-01,4,AH,1-Mar-19,March,2019,Trip_2,ML2_Cluster_65_4_pr,348,apal,2_pr,pr,ML2,65,2,NA,greenyellow,orangered,slategrey,blue4,orangered,24.9845482,-80.4165515,17.7
apal_ndr_gHS1_cl70_fr3_AH_2019-03-04,bagnumber-744,apal_ndr_gHS1_cl70_fr3_AH_2019-03-04,3,AH,4-Mar-19,March,2019,Trip_2,HS1_Cluster_70_3_ndr,349,apal,2_ndr,ndr,HS1,70,2,NA,maroon2,greenyellow,olivedrab1,blue4,maroon2,25.1302873,-80.2938389,12.6
apal_ndr_gHS1_cl70_fr4_AH_2019-03-04,bagnumber-745,apal_ndr_gHS1_cl70_fr4_AH_2019-03-04,4,AH,4-Mar-19,March,2019,Trip_2,HS1_Cluster_70_4_ndr,350,apal,2_ndr,ndr,HS1,70,2,NA,maroon2,greenyellow,olivedrab1,blue4,maroon2,25.1302873,-80.2938389,12.6
apal_ndr_gHS1_cl70_fr5_AH_2019-03-04,bagnumber-746,apal_ndr_gHS1_cl70_fr5_AH_2019-03-04,5,AH,4-Mar-19,March,2019,Trip_2,HS1_Cluster_70_5_ndr,351,apal,2_ndr,ndr,HS1,70,2,NA,maroon2,greenyellow,olivedrab1,blue4,maroon2,25.1302873,-80.2938389,12.6
apal_ndr_gCN2_cl15_fr3_AH_2019-03-04,bagnumber-787,apal_ndr_gCN2_cl15_fr3_AH_2019-03-04,3,AH,4-Mar-19,March,2019,Trip_2,CN2_Cluster_15_3_ndr,352,apal,2_ndr,ndr,CN2,15,2,NA,maroon2,blue4,greenyellow,blue4,maroon2,25.1303356,-80.2939744,11.8
apal_ndr_gCN2_cl15_fr5_AH_2019-03-04,bagnumber-788,apal_ndr_gCN2_cl15_fr5_AH_2019-03-04,5,AH,4-Mar-19,March,2019,Trip_2,CN2_Cluster_15_5_ndr,353,apal,2_ndr,ndr,CN2,15,2,NA,maroon2,blue4,greenyellow,blue4,maroon2,25.1303356,-80.2939744,11.8
apal_ndr_gCN2_cl15_fr6_AH_2019-03-04,bagnumber-789,apal_ndr_gCN2_cl15_fr6_AH_2019-03-04,6,AH,4-Mar-19,March,2019,Trip_2,CN2_Cluster_15_6_ndr,354,apal,2_ndr,ndr,CN2,15,2,NA,maroon2,blue4,greenyellow,blue4,maroon2,25.1303356,-80.2939744,11.8
apal_ndr_gML2_cl18_fr3_AH_2019-03-04,bagnumber-794,apal_ndr_gML2_cl18_fr3_AH_2019-03-04,3,AH,4-Mar-19,March,2019,Trip_2,ML2_Cluster_18_3_ndr,355,apal,2_ndr,ndr,ML2,18,2,NA,maroon2,orangered,turquoise3,blue4,maroon2,25.1303496,-80.2939585,11.8
apal_ndr_gML2_cl18_fr4_AH_2019-03-04,bagnumber-795,apal_ndr_gML2_cl18_fr4_AH_2019-03-04,4,AH,4-Mar-19,March,2019,Trip_2,ML2_Cluster_18_4_ndr,356,apal,2_ndr,ndr,ML2,18,2,NA,maroon2,orangered,turquoise3,blue4,maroon2,25.1303496,-80.2939585,11.8
apal_ndr_gML2_cl18_fr5_AH_2019-03-04,bagnumber-796,apal_ndr_gML2_cl18_fr5_AH_2019-03-04,5,AH,4-Mar-19,March,2019,Trip_2,ML2_Cluster_18_5_ndr,357,apal,2_ndr,ndr,ML2,18,2,NA,maroon2,orangered,turquoise3,blue4,maroon2,25.1303496,-80.2939585,11.8
apal_ndr_gCN4_cl28_fr3_AH_2019-03-04,bagnumber-797,apal_ndr_gCN4_cl28_fr3_AH_2019-03-04,3,AH,4-Mar-19,March,2019,Trip_2,CN4_Cluster_28_3_ndr,358,apal,2_ndr,ndr,CN4,28,2,NA,maroon2,maroon2,lightskyblue,blue4,maroon2,25.1303322,-80.2939338,12.7
apal_ndr_gCN4_cl28_fr4_AH_2019-03-04,bagnumber-798,apal_ndr_gCN4_cl28_fr4_AH_2019-03-04,4,AH,4-Mar-19,March,2019,Trip_2,CN4_Cluster_28_4_ndr,359,apal,2_ndr,ndr,CN4,28,2,NA,maroon2,maroon2,lightskyblue,blue4,maroon2,25.1303322,-80.2939338,12.7
apal_ndr_gCN4_cl28_fr5_AH_2019-03-04,bagnumber-799,apal_ndr_gCN4_cl28_fr5_AH_2019-03-04,5,AH,4-Mar-19,March,2019,Trip_2,CN4_Cluster_28_5_ndr,360,apal,2_ndr,ndr,CN4,28,2,NA,maroon2,maroon2,lightskyblue,blue4,maroon2,25.1303322,-80.2939338,12.7
apal_ndr_gML2_cl23_frB_AH_2019-03-04,bagnumber-800,apal_ndr_gML2_cl23_frB_AH_2019-03-04,B,AH,4-Mar-19,March,2019,Trip_2,ML2_Cluster_23_B_ndr,361,apal,2_ndr,ndr,ML2,23,2,NA,maroon2,orangered,turquoise3,blue4,maroon2,25.1303352,-80.2939432,12.8
apal_ndr_gML2_cl23_fr6_AH_2019-03-04,bagnumber-801,apal_ndr_gML2_cl23_fr6_AH_2019-03-04,6,AH,4-Mar-19,March,2019,Trip_2,ML2_Cluster_23_6_ndr,362,apal,2_ndr,ndr,ML2,23,2,NA,maroon2,orangered,turquoise3,blue4,maroon2,25.1303352,-80.2939432,12.8
apal_ndr_gML2_cl23_fr7_AH_2019-03-04,bagnumber-802,apal_ndr_gML2_cl23_fr7_AH_2019-03-04,7,AH,4-Mar-19,March,2019,Trip_2,ML2_Cluster_23_7_ndr,363,apal,2_ndr,ndr,ML2,23,2,NA,maroon2,orangered,turquoise3,blue4,maroon2,25.1303352,-80.2939432,12.8
apal_ndr_gML2_cl26_fr3_AH_2019-03-04,bagnumber-803,apal_ndr_gML2_cl26_fr3_AH_2019-03-04,3,AH,4-Mar-19,March,2019,Trip_2,ML2_Cluster_26_3_ndr,364,apal,2_ndr,ndr,ML2,26,2,NA,maroon2,orangered,turquoise3,blue4,maroon2,25.1303151,-80.2939404,11.8
apal_ndr_gML2_cl26_fr4_AH_2019-03-04,bagnumber-804,apal_ndr_gML2_cl26_fr4_AH_2019-03-04,4,AH,4-Mar-19,March,2019,Trip_2,ML2_Cluster_26_4_ndr,365,apal,2_ndr,ndr,ML2,26,2,NA,maroon2,orangered,turquoise3,blue4,maroon2,25.1303151,-80.2939404,11.8
apal_ndr_gML2_cl26_fr5_AH_2019-03-04,bagnumber-805,apal_ndr_gML2_cl26_fr5_AH_2019-03-04,5,AH,4-Mar-19,March,2019,Trip_2,ML2_Cluster_26_5_ndr,366,apal,2_ndr,ndr,ML2,26,2,NA,maroon2,orangered,turquoise3,blue4,maroon2,25.1303151,-80.2939404,11.8
apal_ndr_gCN4_cl32_fr3_AH_2019-03-04,bagnumber-806,apal_ndr_gCN4_cl32_fr3_AH_2019-03-04,3,AH,4-Mar-19,March,2019,Trip_2,CN4_Cluster_32_3_ndr,367,apal,2_ndr,ndr,CN4,32,2,NA,maroon2,maroon2,lightskyblue,blue4,maroon2,25.1303377,-80.2939212,11.7
apal_ndr_gCN4_cl32_fr4_AH_2019-03-04,bagnumber-807,apal_ndr_gCN4_cl32_fr4_AH_2019-03-04,4,AH,4-Mar-19,March,2019,Trip_2,CN4_Cluster_32_4_ndr,368,apal,2_ndr,ndr,CN4,32,2,NA,maroon2,maroon2,lightskyblue,blue4,maroon2,25.1303377,-80.2939212,11.7
apal_ndr_gCN4_cl32_fr5_AH_2019-03-04,bagnumber-808,apal_ndr_gCN4_cl32_fr5_AH_2019-03-04,5,AH,4-Mar-19,March,2019,Trip_2,CN4_Cluster_32_5_ndr,369,apal,2_ndr,ndr,CN4,32,2,NA,maroon2,maroon2,lightskyblue,blue4,maroon2,25.1303377,-80.2939212,11.7
apal_ndr_gCN4_cl38_fr3_AH_2019-03-04,bagnumber-809,apal_ndr_gCN4_cl38_fr3_AH_2019-03-04,3,AH,4-Mar-19,March,2019,Trip_2,CN4_Cluster_38_3_ndr,370,apal,2_ndr,ndr,CN4,38,2,NA,maroon2,maroon2,lightskyblue,blue4,maroon2,25.1303348,-80.2939119,12.7
apal_ndr_gCN4_cl38_fr4_AH_2019-03-04,bagnumber-810,apal_ndr_gCN4_cl38_fr4_AH_2019-03-04,4,AH,4-Mar-19,March,2019,Trip_2,CN4_Cluster_38_4_ndr,371,apal,2_ndr,ndr,CN4,38,2,NA,maroon2,maroon2,lightskyblue,blue4,maroon2,25.1303348,-80.2939119,12.7
apal_ndr_gCN4_cl38_fr6_AH_2019-03-04,bagnumber-811,apal_ndr_gCN4_cl38_fr6_AH_2019-03-04,6,AH,4-Mar-19,March,2019,Trip_2,CN4_Cluster_38_6_ndr,372,apal,2_ndr,ndr,CN4,38,2,NA,maroon2,maroon2,lightskyblue,blue4,maroon2,25.1303348,-80.2939119,12.7
apal_ndr_gCN2_cl57_fr3_AH_2019-03-04,bagnumber-815,apal_ndr_gCN2_cl57_fr3_AH_2019-03-04,3,AH,4-Mar-19,March,2019,Trip_2,CN2_Cluster_57_3_ndr,373,apal,2_ndr,ndr,CN2,57,2,NA,maroon2,blue4,greenyellow,blue4,maroon2,25.1303246,-80.2938481,10.7
apal_ndr_gCN2_cl57_fr4_AH_2019-03-04,bagnumber-816,apal_ndr_gCN2_cl57_fr4_AH_2019-03-04,4,AH,4-Mar-19,March,2019,Trip_2,CN2_Cluster_57_4_ndr,374,apal,2_ndr,ndr,CN2,57,2,NA,maroon2,blue4,greenyellow,blue4,maroon2,25.1303246,-80.2938481,10.7
apal_ndr_gCN2_cl57_fr5_AH_2019-03-04,bagnumber-817,apal_ndr_gCN2_cl57_fr5_AH_2019-03-04,5,AH,4-Mar-19,March,2019,Trip_2,CN2_Cluster_57_5_ndr,375,apal,2_ndr,ndr,CN2,57,2,NA,maroon2,blue4,greenyellow,blue4,maroon2,25.1303246,-80.2938481,10.7
apal_ndr_gHS1_cl63_fr3_AH_2019-03-04,bagnumber-844,apal_ndr_gHS1_cl63_fr3_AH_2019-03-04,3,AH,4-Mar-19,March,2019,Trip_2,HS1_Cluster_63_3_ndr,376,apal,2_ndr,ndr,HS1,63,2,NA,maroon2,greenyellow,olivedrab1,blue4,maroon2,25.1302969,-80.2938556,12.6
apal_ndr_gHS1_cl63_fr4_AH_2019-03-04,bagnumber-845,apal_ndr_gHS1_cl63_fr4_AH_2019-03-04,4,AH,4-Mar-19,March,2019,Trip_2,HS1_Cluster_63_4_ndr,377,apal,2_ndr,ndr,HS1,63,2,NA,maroon2,greenyellow,olivedrab1,blue4,maroon2,25.1302969,-80.2938556,12.6